ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",542045,-0.0001,0.5316,0.4437,0.0246,425426,0.8252,0.1748,0.0385,0.01,0.0164,0.1018,0.0023,
"2",542180,0.0001,0.3215,0.6566,0.0218,424697,0.8865,0.1135,0.0318,0.0075,0.0108,0.0537,0.0023,
"",542113,0.0002,0.4259,0.5509,0.0232,425062,0.8558,0.1442,0.0352,0.0088,0.0136,0.0778,0.0023,
