ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"330019651001000",686182,-0.0037,0.5308,0.4404,0.0288,562825,0.8583,0.1417,0.0479,0.0274,0.0408,0.0177,0.0013,
"330019651001003",691347,0.0037,0.3773,0.5947,0.028,557855,0.919,0.081,0.023,0.0114,0.0194,0.0168,0.0008,
"",688765,0.0075,0.4519,0.5197,0.0284,560340,0.8885,0.1115,0.0355,0.0194,0.0302,0.0172,0.0011,
