ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,1,0,0,0,0,0,0,0,0,0,
"1",751759,-0.0015,0.2461,0.7241,0.0298,580157,0.8423,0.1577,0.0341,0.073,0.0115,0.0321,0.002,
"2",755544,0.0035,0.5101,0.4661,0.0238,584389,0.523,0.477,0.0523,0.3862,0.02,0.0217,0.0011,
"3",752109,-0.001,0.3362,0.6313,0.0325,564979,0.7293,0.2707,0.1364,0.0304,0.0381,0.0537,0.0136,
"4",752112,-0.001,0.2748,0.6985,0.0266,582748,0.7679,0.2321,0.0592,0.1144,0.0152,0.0399,0.0014,
"",752881,0.005,0.3422,0.6297,0.0281,578068,0.7152,0.2848,0.0701,0.1522,0.0211,0.0367,0.0045,
