ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",774604,-0.002,0.4646,0.479,0.0564,594983,0.5718,0.4282,0.244,0.0757,0.0721,0.0398,0.0112,
"2",774274,-0.0024,0.4641,0.4794,0.0564,591768,0.4666,0.5334,0.3226,0.1267,0.056,0.0388,0.011,
"3",777743,0.002,0.4831,0.4696,0.0474,609162,0.5415,0.4585,0.2173,0.1042,0.1163,0.0266,0.0152,
"4",777993,0.0024,0.5458,0.4056,0.0486,617413,0.4202,0.5798,0.2283,0.1286,0.2048,0.0246,0.0201,
"",776152,0.0048,0.4877,0.4601,0.0522,603332,0.4996,0.5004,0.2525,0.1089,0.1133,0.0324,0.0144,
