ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",706275,0.0001,0.4782,0.4731,0.0487,576275,0.8128,0.1872,0.0832,0.0157,0.0315,0.0465,0.0059,
"2",710126,0.0055,0.8151,0.1434,0.0414,586104,0.7001,0.2999,0.0935,0.0574,0.1131,0.0305,0.0082,
"3",705640,-0.0008,0.4784,0.4732,0.0484,548667,0.7178,0.2822,0.1339,0.0358,0.0658,0.0415,0.0093,
"4",705214,-0.0014,0.4897,0.4658,0.0445,553333,0.7892,0.2108,0.0985,0.0151,0.0492,0.0387,0.0067,
"5",704841,-0.0019,0.4859,0.4614,0.0528,547938,0.726,0.274,0.1688,0.0163,0.0394,0.044,0.0095,
"6",705160,-0.0015,0.5052,0.4422,0.0526,558335,0.7508,0.2492,0.1185,0.0194,0.0617,0.0426,0.0076,
"",706209,0.0075,0.5475,0.4047,0.0479,561775,0.7495,0.2505,0.1155,0.0268,0.0605,0.0406,0.0079,
