ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",543005,0.0016,0.3556,0.6221,0.0223,418209,0.8293,0.1707,0.0323,0.0077,0.011,0.113,0.0023,
"2",541220,-0.0016,0.491,0.485,0.0241,431914,0.8815,0.1185,0.038,0.0098,0.0161,0.0438,0.0023,
"",542113,0.0033,0.4259,0.5509,0.0232,425062,0.8558,0.1442,0.0352,0.0088,0.0136,0.0778,0.0023,
