ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",727834,0.0003,0.6719,0.298,0.0301,592628,0.1888,0.8112,0.0654,0.0276,0.6488,0.019,0.1863,
"2",727437,-0.0003,0.646,0.3156,0.0384,563277,0.2906,0.7094,0.0965,0.0278,0.4652,0.03,0.2735,
"",727636,0.0005,0.6592,0.3066,0.0342,577953,0.2384,0.7616,0.0805,0.0277,0.5593,0.0243,0.2288,
