ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,1,0,0,0,0,0,0,0,0,0,
"1",739198,-0.0015,0.4984,0.492,0.0096,566294,0.4926,0.5074,0.027,0.4479,0.0143,0.0202,0.0007,
"2",741444,0.0015,0.4978,0.4916,0.0105,573501,0.5207,0.4793,0.0291,0.4236,0.0145,0.0131,0.0009,
"3",742691,0.0032,0.2194,0.7693,0.0113,568473,0.7888,0.2112,0.0297,0.1484,0.0106,0.02,0.0009,
"4",737946,-0.0032,0.4983,0.4919,0.0098,569331,0.5084,0.4916,0.0348,0.4254,0.0181,0.0154,0.0014,
"",740320,0.0064,0.4274,0.5623,0.0103,569400,0.5776,0.4224,0.0301,0.3614,0.0144,0.0172,0.001,
