ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",547720,-0.0018,0.5258,0.4548,0.0195,447472,0.8177,0.1823,0.0799,0.046,0.0394,0.0159,0.0015,
"2",549659,0.0018,0.698,0.282,0.0201,440122,0.6283,0.3717,0.2051,0.1131,0.0439,0.0216,0.0023,
"",548690,0.0035,0.6067,0.3736,0.0198,443797,0.7238,0.2762,0.1419,0.0793,0.0416,0.0188,0.0019,
