ID,Total Pop,Deviation,Dem,Rep,Oth,Total VAP,White,Minority,Hispanic,Black,Asian,Native,Pacific
"Un",0,0,0,0,0,0,0,0,0,0,0,0,0,
"1",893830,-0.0034,0.4195,0.5514,0.0291,717794,0.8591,0.1409,0.023,0.074,0.017,0.0215,0.001,
"2",899886,0.0034,0.2448,0.7296,0.0255,715138,0.9458,0.0542,0.0097,0.0138,0.0056,0.019,0.0006,
"",896858,0.0068,0.3257,0.6471,0.0272,716466,0.9024,0.0976,0.0164,0.0439,0.0113,0.0203,0.0008,
