	stcd2	cycle	stateabrev	stcd	dem_share	dem_share_imputed	dpres	incumb	winner_dem	uncontested	votes_dem	votes_rep	votes_dem_est	votes_rep_est	chamber	code	district	year	plan	winner	winner_plan
192	1970s_2209	1972	MI	2209	0.298	0.298	33.10	-1	0	0	56,236	132,268	56,236	132,268	us_house	MI1972	9	1972	MI1	R	R
193	1970s_2210	1972	MI	2210	0.316	0.316	35.88	-1	0	0	56,149	121,368	56,149	121,368	us_house	MI1972	10	1972	MI1	R	X
194	1970s_2211	1972	MI	2211	0.301	0.301	42.52	-1	0	0	58,334	135,786	58,334	135,786	us_house	MI1972	11	1972	MI1	R	R
195	1970s_2212	1972	MI	2212	0.508	0.508	35.31	1	1	0	83,351	80,667	83,351	80,667	us_house	MI1972	12	1972	MI1	D	D
196	1970s_2213	1972	MI	2213	0.865	0.865	83.60	1	1	0	97,562	15,180	97,562	15,180	us_house	MI1972	13	1972	MI1	D	D
197	1970s_2214	1972	MI	2214	0.549	0.549	39.99	1	1	0	93,923	77,273	93,923	77,273	us_house	MI1972	14	1972	MI1	D	D
198	1970s_2215	1972	MI	2215	0.667	0.667	39.46	1	1	0	97,054	48,504	97,054	48,504	us_house	MI1972	15	1972	MI1	D	D
199	1970s_2216	1972	MI	2216	0.696	0.696	46.25	1	1	0	110,715	48,414	110,715	48,414	us_house	MI1972	16	1972	MI1	D	D
200	1970s_2217	1972	MI	2217	0.671	0.671	39.62	1	1	0	123,331	60,337	123,331	60,337	us_house	MI1972	17	1972	MI1	D	D
201	1970s_2218	1972	MI	2218	0.474	0.474	37.11	0	0	0	85,580	95,053	85,580	95,053	us_house	MI1972	18	1972	MI1	R	X
202	1970s_2219	1972	MI	2219	0.289	0.289	31.86	-1	0	0	50,355	123,697	50,355	123,697	us_house	MI1972	19	1972	MI1	R	R
203	1970s_2301	1972	MN	2301	0.293	0.293	40.12	-1	0	0	59,106	142,698	59,106	142,698	us_house	MN1972	1	1972	MN1	R	R
204	1970s_2302	1972	MN	2302	0.429	0.429	40.65	-1	0	0	93,433	124,350	93,433	124,350	us_house	MN1972	2	1972	MN1	R	R
205	1970s_2303	1972	MN	2303	0.332	0.332	40.79	-1	0	0	66,070	132,638	66,070	132,638	us_house	MN1972	3	1972	MN1	R	R
206	1970s_2304	1972	MN	2304	0.724	0.724	53.13	1	1	0	138,292	52,786	138,292	52,786	us_house	MN1972	4	1972	MN1	D	D
207	1970s_2305	1972	MN	2305	0.730	0.730	55.53	1	1	0	135,108	50,014	135,108	50,014	us_house	MN1972	5	1972	MN1	D	D
208	1970s_2306	1972	MN	2306	0.490	0.490	47.24	-1	0	0	109,955	114,537	109,955	114,537	us_house	MN1972	6	1972	MN1	R	X
209	1970s_2307	1972	MN	2307	0.590	0.590	45.82	1	1	0	133,067	92,283	133,067	92,283	us_house	MN1972	7	1972	MN1	D	X
210	1970s_2308	1972	MN	2308	0.759	0.759	54.76	1	1	0	161,823	51,314	161,823	51,314	us_house	MN1972	8	1972	MN1	D	D
211	1970s_2501	1972	MO	2501	0.640	0.640	68.88	1	1	0	95,098	53,596	95,098	53,596	us_house	MO1972	1	1972	MO1	D	D
212	1970s_2502	1972	MO	2502	0.635	0.635	37.28	1	1	0	134,332	77,192	134,332	77,192	us_house	MO1972	2	1972	MO1	D	D
213	1970s_2503	1972	MO	2503	0.695	0.695	41.61	1	1	0	124,365	54,523	124,365	54,523	us_house	MO1972	3	1972	MO1	D	D
214	1970s_2504	1972	MO	2504	0.574	0.574	31.44	1	1	0	108,131	80,228	108,131	80,228	us_house	MO1972	4	1972	MO1	D	D
215	1970s_2505	1972	MO	2505	0.638	0.638	47.03	1	1	0	93,812	53,257	93,812	53,257	us_house	MO1972	5	1972	MO1	D	D
216	1970s_2506	1972	MO	2506	0.546	0.546	32.76	0	1	0	110,047	91,610	110,047	91,610	us_house	MO1972	6	1972	MO1	D	X
217	1970s_2507	1972	MO	2507	0.363	0.363	27.32	0	0	0	75,613	132,780	75,613	132,780	us_house	MO1972	7	1972	MO1	R	R
218	1970s_2508	1972	MO	2508	0.621	0.621	31.78	1	1	0	112,556	68,580	112,556	68,580	us_house	MO1972	8	1972	MO1	D	X
219	1970s_2509	1972	MO	2509	0.665	0.665	34.89	1	1	0	132,150	66,528	132,150	66,528	us_house	MO1972	9	1972	MO1	D	D
220	1970s_2510	1972	MO	2510	0.643	0.643	34.07	1	1	0	106,301	59,083	106,301	59,083	us_house	MO1972	10	1972	MO1	D	X
221	1970s_2401	1972	MS	2401		0.574	19.92	1	1	1	0	0	53,389	39,639	us_house	MS1972	1	1972		D	#N/A
222	1970s_2402	1972	MS	2402	0.641	0.641	22.60	0	1	0	69,892	39,117	69,892	39,117	us_house	MS1972	2	1972		D	#N/A
223	1970s_2403	1972	MS	2403		0.582	20.72	1	1	1	0	0	83,060	59,707	us_house	MS1972	3	1972		D	#N/A
224	1970s_2404	1972	MS	2404	0.479	0.479	24.34	0	0	0	62,148	67,655	62,148	67,655	us_house	MS1972	4	1972		R	#N/A
225	1970s_2405	1972	MS	2405	0.444	0.444	13.17	0	0	0	62,101	77,826	62,101	77,826	us_house	MS1972	5	1972		R	#N/A
226	1970s_2601	1972	MT	2601	0.463	0.463	41.50	-1	0	0	76,073	88,373	76,073	88,373	us_house	MT1972	1	1972		R	#N/A
227	1970s_2602	1972	MT	2602	0.761	0.761	37.38	1	1	0	114,524	36,063	114,524	36,063	us_house	MT1972	2	1972		D	#N/A
228	1970s_3301	1972	NC	3301	0.688	0.688	29.72	1	1	0	77,438	35,063	77,438	35,063	us_house	NC1972	1	1972	NC1	D	D
229	1970s_3302	1972	NC	3302	0.716	0.716	35.66	1	1	0	88,798	35,193	88,798	35,193	us_house	NC1972	2	1972	NC1	D	D
230	1970s_3303	1972	NC	3303		0.613	25.98	1	1	1	0	0	76,133	48,028	us_house	NC1972	3	1972	NC1	D	D
231	1970s_3304	1972	NC	3304	0.503	0.503	30.62	0	1	0	72,972	71,972	72,972	71,972	us_house	NC1972	4	1972	NC1	D	D
232	1970s_3305	1972	NC	3305	0.352	0.352	29.42	-1	0	0	54,986	101,375	54,986	101,375	us_house	NC1972	5	1972	NC1	R	X
233	1970s_3306	1972	NC	3306	1.000	0.609	28.04	1	1	1	82,158	0	51,502	33,127	us_house	NC1972	6	1972	NC1	D	X
234	1970s_3307	1972	NC	3307	0.610	0.610	29.88	0	1	0	57,348	36,726	57,348	36,726	us_house	NC1972	7	1972	NC1	D	D
235	1970s_3308	1972	NC	3308	0.398	0.398	27.31	-1	0	0	54,198	82,060	54,198	82,060	us_house	NC1972	8	1972	NC1	R	X
236	1970s_3309	1972	NC	3309	0.411	0.411	29.90	0	0	0	56,171	80,356	56,171	80,356	us_house	NC1972	9	1972	NC1	R	R
237	1970s_3310	1972	NC	3310	0.275	0.275	26.66	-1	0	0	39,025	103,119	39,025	103,119	us_house	NC1972	10	1972	NC1	R	R
238	1970s_3311	1972	NC	3311	0.596	0.596	29.42	1	1	0	94,465	64,062	94,465	64,062	us_house	NC1972	11	1972	NC1	D	X
239	1970s_3401	1972	ND	3401	0.272	0.272	36.57	-1	0	0	72,850	195,360	72,850	195,360	us_house	ND1972	1	1972		R	#N/A
240	1970s_2701	1972	NE	2701	0.358	0.358	33.12	-1	0	0	70,570	126,789	70,570	126,789	us_house	NE1972	1	1972		R	#N/A
241	1970s_2702	1972	NE	2702	0.361	0.361	31.05	-1	0	0	64,696	114,669	64,696	114,669	us_house	NE1972	2	1972		R	#N/A
242	1970s_2703	1972	NE	2703	0.304	0.304	24.38	-1	0	0	58,378	133,607	58,378	133,607	us_house	NE1972	3	1972		R	#N/A
243	1970s_2901	1972	NH	2901	0.271	0.271	32.85	-1	0	0	42,996	115,732	42,996	115,732	us_house	NH1972	1	1972		R	#N/A
244	1970s_2902	1972	NH	2902	0.324	0.324	37.70	-1	0	0	51,259	107,021	51,259	107,021	us_house	NH1972	2	1972		R	#N/A
245	1970s_3001	1972	NJ	3001	0.473	0.473	39.91	-1	0	0	87,492	97,650	87,492	97,650	us_house	NJ1972	1	1972	NJ1	R	X
246	1970s_3002	1972	NJ	3002	0.343	0.343	34.45	-1	0	0	69,374	133,096	69,374	133,096	us_house	NJ1972	2	1972	NJ1	R	X
247	1970s_3003	1972	NJ	3003	0.530	0.530	32.79	1	1	0	103,893	92,285	103,893	92,285	us_house	NJ1972	3	1972	NJ1	D	D
248	1970s_3004	1972	NJ	3004	0.580	0.580	42.19	1	1	0	98,206	71,030	98,206	71,030	us_house	NJ1972	4	1972	NJ1	D	X
249	1970s_3005	1972	NJ	3005	0.380	0.380	34.45	-1	0	0	78,076	127,310	78,076	127,310	us_house	NJ1972	5	1972	NJ1	R	R
250	1970s_3006	1972	NJ	3006	0.365	0.365	34.03	-1	0	0	71,113	123,610	71,113	123,610	us_house	NJ1972	6	1972	NJ1	R	R
251	1970s_3007	1972	NJ	3007	0.408	0.408	33.71	-1	0	0	85,712	124,365	85,712	124,365	us_house	NJ1972	7	1972	NJ1	R	X
252	1970s_3008	1972	NJ	3008	0.631	0.631	36.84	1	1	0	104,381	61,073	104,381	61,073	us_house	NJ1972	8	1972	NJ1	D	D
253	1970s_3009	1972	NJ	3009	0.558	0.558	33.85	1	1	0	119,543	94,747	119,543	94,747	us_house	NJ1972	9	1972	NJ1	D	X
254	1970s_3010	1972	NJ	3010	0.797	0.797	63.01	1	1	0	94,308	23,949	94,308	23,949	us_house	NJ1972	10	1972	NJ1	D	D
255	1970s_3011	1972	NJ	3011	0.592	0.592	39.80	1	1	0	120,227	82,957	120,227	82,957	us_house	NJ1972	11	1972	NJ1	D	D
256	1970s_3012	1972	NJ	3012	0.363	0.363	37.28	0	0	0	72,758	127,690	72,758	127,690	us_house	NJ1972	12	1972	NJ1	R	R
257	1970s_3013	1972	NJ	3013	0.435	0.435	30.28	0	0	0	84,492	109,640	84,492	109,640	us_house	NJ1972	13	1972	NJ1	R	X
258	1970s_3014	1972	NJ	3014	0.641	0.641	40.40	1	1	0	103,089	57,683	103,089	57,683	us_house	NJ1972	14	1972	NJ1	D	D
259	1970s_3015	1972	NJ	3015	0.523	0.523	38.69	1	1	0	98,155	89,400	98,155	89,400	us_house	NJ1972	15	1972	NJ1	D	D
260	1970s_3101	1972	NM	3101	0.443	0.443	40.69	-1	0	0	94,239	118,403	94,239	118,403	us_house	NM1972	1	1972		R	#N/A
261	1970s_3102	1972	NM	3102	0.722	0.722	33.31	1	1	0	116,152	44,784	116,152	44,784	us_house	NM1972	2	1972		D	#N/A
262	1970s_2801	1972	NV	2801	0.478	0.478	36.32	0	0	0	86,349	94,113	86,349	94,113	us_house	NV1972	1	1972		R	#N/A
263	1970s_3201	1972	NY	3201	0.587	0.587	29.59	1	1	0	113,519	79,869	113,519	79,869	us_house	NY1972	1	1972	NY1	D	D
264	1970s_3202	1972	NY	3202	0.333	0.333	27.51	-1	0	0	49,551	99,251	49,551	99,251	us_house	NY1972	2	1972	NY1	R	R
265	1970s_3203	1972	NY	3203	0.415	0.415	33.33	0	0	0	79,604	112,213	79,604	112,213	us_house	NY1972	3	1972	NY1	R	R
266	1970s_3204	1972	NY	3204	0.366	0.366	35.98	-1	0	0	72,359	125,343	72,359	125,343	us_house	NY1972	4	1972	NY1	R	R
267	1970s_3205	1972	NY	3205	0.337	0.337	37.46	-1	0	0	70,338	138,379	70,338	138,379	us_house	NY1972	5	1972	NY1	R	R
268	1970s_3206	1972	NY	3206	0.515	0.515	37.62	1	1	0	104,620	98,526	104,620	98,526	us_house	NY1972	6	1972	NY1	D	D
269	1970s_3207	1972	NY	3207	0.785	0.785	58.59	1	1	0	100,292	27,468	100,292	27,468	us_house	NY1972	7	1972	NY1	D	D
270	1970s_3208	1972	NY	3208	0.647	0.647	50.26	1	1	0	102,907	56,146	102,907	56,146	us_house	NY1972	8	1972	NY1	D	D
271	1970s_3209	1972	NY	3209		0.565	26.63	1	1	1	0	0	68,402	52,673	us_house	NY1972	9	1972	NY1	D	D
272	1970s_3210	1972	NY	3210		0.621	36.86	1	1	1	0	0	70,856	43,208	us_house	NY1972	10	1972	NY1	D	D
273	1970s_3211	1972	NY	3211	0.671	0.671	48.22	1	1	0	87,884	43,090	87,884	43,090	us_house	NY1972	11	1972	NY1	D	D
274	1970s_3212	1972	NY	3212	0.901	0.901	84.42	1	1	0	53,995	5,933	53,995	5,933	us_house	NY1972	12	1972	NY1	D	D
275	1970s_3213	1972	NY	3213	0.719	0.719	51.45	1	1	0	118,401	46,273	118,401	46,273	us_house	NY1972	13	1972	NY1	D	D
276	1970s_3214	1972	NY	3214	0.755	0.755	52.22	1	1	0	45,548	14,780	45,548	14,780	us_house	NY1972	14	1972	NY1	D	D
277	1970s_3215	1972	NY	3215	0.548	0.548	32.29	1	1	0	79,622	65,674	79,622	65,674	us_house	NY1972	15	1972	NY1	D	D
278	1970s_3216	1972	NY	3216	0.741	0.741	53.79	0	1	0	104,591	36,558	104,591	36,558	us_house	NY1972	16	1972	NY1	D	D
279	1970s_3217	1972	NY	3217	0.603	0.603	37.97	1	1	0	92,298	60,766	92,298	60,766	us_house	NY1972	17	1972	NY1	D	D
280	1970s_3218	1972	NY	3218	0.706	0.706	58.06	1	1	0	115,348	48,035	115,348	48,035	us_house	NY1972	18	1972	NY1	D	D
281	1970s_3219	1972	NY	3219		0.827	81.37	1	1	1	0	0	81,137	17,011	us_house	NY1972	19	1972	NY1	D	D
282	1970s_3220	1972	NY	3220	0.825	0.825	65.61	0	1	0	90,614	19,221	90,614	19,221	us_house	NY1972	20	1972	NY1	D	D
283	1970s_3221	1972	NY	3221	0.884	0.884	79.52	1	1	0	46,825	6,145	46,825	6,145	us_house	NY1972	21	1972	NY1	D	D
284	1970s_3222	1972	NY	3222	0.765	0.765	60.15	1	1	0	101,078	31,050	101,078	31,050	us_house	NY1972	22	1972	NY1	D	D
285	1970s_3223	1972	NY	3223	0.496	0.496	38.69	-1	0	0	94,404	95,927	94,404	95,927	us_house	NY1972	23	1972	NY1	R	R
286	1970s_3224	1972	NY	3224	0.522	0.522	39.11	1	1	0	103,409	94,693	103,409	94,693	us_house	NY1972	24	1972	NY1	D	D
287	1970s_3225	1972	NY	3225	0.273	0.273	30.04	-1	0	0	54,233	144,424	54,233	144,424	us_house	NY1972	25	1972	NY1	R	R
288	1970s_3226	1972	NY	3226	0.451	0.451	32.16	1	0	0	85,597	104,197	85,597	104,197	us_house	NY1972	26	1972	NY1	R	R
289	1970s_3227	1972	NY	3227	0.324	0.324	36.38	-1	0	0	58,158	121,341	58,158	121,341	us_house	NY1972	27	1972	NY1	R	R
290	1970s_3228	1972	NY	3228	0.800	0.800	42.99	1	1	0	182,414	45,604	182,414	45,604	us_house	NY1972	28	1972	NY1	D	D
291	1970s_3229	1972	NY	3229	0.301	0.301	30.11	-1	0	0	62,957	146,203	62,957	146,203	us_house	NY1972	29	1972	NY1	R	R
292	1970s_3230	1972	NY	3230	0.340	0.340	33.01	-1	0	0	57,887	112,368	57,887	112,368	us_house	NY1972	30	1972	NY1	R	R
293	1970s_3231	1972	NY	3231	0.434	0.434	30.33	0	0	0	75,502	98,465	75,502	98,465	us_house	NY1972	31	1972	NY1	R	R
294	1970s_3232	1972	NY	3232	0.572	0.572	30.33	1	1	0	111,501	83,431	111,501	83,431	us_house	NY1972	32	1972	NY1	D	D
295	1970s_3233	1972	NY	3233	0.286	0.286	30.40	0	0	0	52,961	132,217	52,961	132,217	us_house	NY1972	33	1972	NY1	R	R
296	1970s_3234	1972	NY	3234	0.246	0.246	37.27	-1	0	0	47,949	146,966	47,949	146,966	us_house	NY1972	34	1972	NY1	R	R
297	1970s_3235	1972	NY	3235	0.295	0.295	34.32	-1	0	0	54,722	130,776	54,722	130,776	us_house	NY1972	35	1972	NY1	R	R
298	1970s_3236	1972	NY	3236	0.427	0.427	39.84	-1	0	0	80,484	108,002	80,484	108,002	us_house	NY1972	36	1972	NY1	R	R
299	1970s_3237	1972	NY	3237	0.722	0.722	57.02	1	1	0	110,156	42,415	110,156	42,415	us_house	NY1972	37	1972	NY1	D	D
300	1970s_3238	1972	NY	3238	0.268	0.268	39.17	-1	0	0	56,602	154,601	56,602	154,601	us_house	NY1972	38	1972	NY1	R	R
301	1970s_3239	1972	NY	3239	0.281	0.281	33.80	-1	0	0	49,287	126,113	49,287	126,113	us_house	NY1972	39	1972	NY1	R	R
302	1970s_3501	1972	OH	3501	0.297	0.297	33.94	-1	0	0	50,575	119,469	50,575	119,469	us_house	OH1972	1	1972	OH1	R	R
303	1970s_3502	1972	OH	3502	0.372	0.372	32.58	-1	0	0	65,237	109,961	65,237	109,961	us_house	OH1972	2	1972	OH1	R	X
304	1970s_3503	1972	OH	3503	0.238	0.238	41.87	-1	0	0	34,819	111,253	34,819	111,253	us_house	OH1972	3	1972	OH1	R	X
305	1970s_3504	1972	OH	3504	0.373	0.373	29.30	0	0	0	65,216	109,612	65,216	109,612	us_house	OH1972	4	1972	OH1	R	R
306	1970s_3505	1972	OH	3505	0.273	0.273	34.44	-1	0	0	49,465	132,032	49,465	132,032	us_house	OH1972	5	1972	OH1	R	R
307	1970s_3506	1972	OH	3506		0.327	29.63	-1	0	1	0	0	57,258	117,890	us_house	OH1972	6	1972	OH1	R	R
308	1970s_3507	1972	OH	3507	0.000	0.346	32.85	-1	0	1	0	112,350	39,297	74,393	us_house	OH1972	7	1972	OH1	R	R
309	1970s_3508	1972	OH	3508	0.478	0.478	31.23	-1	0	0	73,344	80,050	73,344	80,050	us_house	OH1972	8	1972	OH1	R	R
310	1970s_3509	1972	OH	3509	0.691	0.691	50.99	1	1	0	110,450	49,388	110,450	49,388	us_house	OH1972	9	1972	OH1	D	X
311	1970s_3510	1972	OH	3510	0.268	0.268	33.07	-1	0	0	47,456	129,683	47,456	129,683	us_house	OH1972	10	1972	OH1	R	R
312	1970s_3511	1972	OH	3511	0.318	0.318	38.90	-1	0	0	49,891	106,841	49,891	106,841	us_house	OH1972	11	1972	OH1	R	R
313	1970s_3512	1972	OH	3512	0.439	0.439	32.48	-1	0	0	81,074	103,655	81,074	103,655	us_house	OH1972	12	1972	OH1	R	X
314	1970s_3513	1972	OH	3513	0.319	0.319	41.01	-1	0	0	51,991	111,242	51,991	111,242	us_house	OH1972	13	1972	OH1	R	X
315	1970s_3514	1972	OH	3514	0.744	0.744	49.70	1	1	0	135,068	46,490	135,068	46,490	us_house	OH1972	14	1972	OH1	D	D
316	1970s_3515	1972	OH	3515	0.323	0.323	35.30	-1	0	0	55,314	115,779	55,314	115,779	us_house	OH1972	15	1972	OH1	R	R
317	1970s_3516	1972	OH	3516	0.427	0.427	35.04	0	0	0	75,929	102,013	75,929	102,013	us_house	OH1972	16	1972	OH1	R	R
318	1970s_3517	1972	OH	3517	0.403	0.403	30.50	-1	0	0	62,512	92,666	62,512	92,666	us_house	OH1972	17	1972	OH1	R	R
319	1970s_3518	1972	OH	3518	0.702	0.702	39.36	1	1	0	128,663	54,572	128,663	54,572	us_house	OH1972	18	1972	OH1	D	D
320	1970s_3519	1972	OH	3519	0.640	0.640	47.81	1	1	0	109,979	61,934	109,979	61,934	us_house	OH1972	19	1972	OH1	D	X
321	1970s_3520	1972	OH	3520	0.876	0.876	48.36	1	1	0	117,302	16,624	117,302	16,624	us_house	OH1972	20	1972	OH1	D	D
322	1970s_3521	1972	OH	3521	0.877	0.877	78.55	1	1	0	99,190	13,861	99,190	13,861	us_house	OH1972	21	1972	OH1	D	D
323	1970s_3522	1972	OH	3522	0.662	0.662	43.16	1	1	0	126,462	64,577	126,462	64,577	us_house	OH1972	22	1972	OH1	D	D
324	1970s_3523	1972	OH	3523	0.489	0.489	35.14	-1	0	0	94,366	98,594	94,366	98,594	us_house	OH1972	23	1972	OH1	R	X
325	1970s_3601	1972	OK	3601	0.554	0.554	20.88	0	1	0	91,684	73,786	91,684	73,786	us_house	OK1972	1	1972		D	#N/A
326	1970s_3602	1972	OK	3602	0.711	0.711	26.95	0	1	0	105,110	42,632	105,110	42,632	us_house	OK1972	2	1972		D	#N/A
327	1970s_3603	1972	OK	3603	1.000	0.637	29.70	1	1	1	101,732	0	65,637	37,369	us_house	OK1972	3	1972		D	#N/A
328	1970s_3604	1972	OK	3604	0.713	0.713	25.87	1	1	0	85,578	34,484	85,578	34,484	us_house	OK1972	4	1972		D	#N/A
329	1970s_3605	1972	OK	3605	0.604	0.604	23.95	1	1	0	69,710	45,711	69,710	45,711	us_house	OK1972	5	1972		D	#N/A
330	1970s_3606	1972	OK	3606	0.273	0.273	20.82	-1	0	0	42,663	113,567	42,663	113,567	us_house	OK1972	6	1972		R	#N/A
331	1970s_3701	1972	OR	3701	0.314	0.314	42.52	-1	0	0	76,307	166,476	76,307	166,476	us_house	OR1972	1	1972		R	#N/A
332	1970s_3702	1972	OR	3702	1.000	0.631	39.60	1	1	1	178,537	0	114,678	66,972	us_house	OR1972	2	1972		D	#N/A
333	1970s_3703	1972	OR	3703	0.625	0.625	51.87	1	1	0	141,086	84,697	141,086	84,697	us_house	OR1972	3	1972		D	#N/A
334	1970s_3704	1972	OR	3704	0.374	0.374	44.46	-1	0	0	83,134	138,965	83,134	138,965	us_house	OR1972	4	1972		R	#N/A
335	1970s_3801	1972	PA	3801	0.665	0.665	58.25	1	1	0	118,953	59,807	118,953	59,807	us_house	PA1972	1	1972	PA1	D	X
336	1970s_3802	1972	PA	3802	0.701	0.701	75.33	1	1	0	107,509	45,753	107,509	45,753	us_house	PA1972	2	1972	PA1	D	D
337	1970s_3803	1972	PA	3803	0.636	0.636	53.58	1	1	0	101,144	57,787	101,144	57,787	us_house	PA1972	3	1972	PA1	D	D
338	1970s_3804	1972	PA	3804	0.559	0.559	43.51	1	1	0	129,105	102,013	129,105	102,013	us_house	PA1972	4	1972	PA1	D	X
339	1970s_3805	1972	PA	3805	0.353	0.353	30.79	-1	0	0	66,329	121,346	66,329	121,346	us_house	PA1972	5	1972	PA1	R	R
340	1970s_3806	1972	PA	3806	0.651	0.651	36.84	1	1	0	119,557	64,076	119,557	64,076	us_house	PA1972	6	1972	PA1	D	D
341	1970s_3807	1972	PA	3807	0.394	0.394	35.55	-1	0	0	79,578	122,622	79,578	122,622	us_house	PA1972	7	1972	PA1	R	X
342	1970s_3808	1972	PA	3808	0.356	0.356	35.17	-1	0	0	64,069	115,799	64,069	115,799	us_house	PA1972	8	1972	PA1	R	X
343	1970s_3809	1972	PA	3809	0.382	0.382	26.01	0	0	0	59,386	95,913	59,386	95,913	us_house	PA1972	9	1972	PA1	R	R
344	1970s_3810	1972	PA	3810	0.264	0.264	35.80	-1	0	0	51,550	143,670	51,550	143,670	us_house	PA1972	10	1972	PA1	R	R
345	1970s_3811	1972	PA	3811	0.683	0.683	37.72	1	1	0	124,336	57,809	124,336	57,809	us_house	PA1972	11	1972	PA1	D	X
346	1970s_3812	1972	PA	3812	0.319	0.319	36.24	-1	1	0	57,314	122,628	57,314	122,628	us_house	PA1972	12	1972	PA1	D	D
347	1970s_3813	1972	PA	3813	0.334	0.334	36.46	-1	0	0	69,728	139,085	69,728	139,085	us_house	PA1972	13	1972	PA1	R	R
348	1970s_3814	1972	PA	3814	0.595	0.595	52.40	1	1	0	106,158	72,275	106,158	72,275	us_house	PA1972	14	1972	PA1	D	D
349	1970s_3815	1972	PA	3815	0.608	0.608	39.68	1	1	0	99,937	64,560	99,937	64,560	us_house	PA1972	15	1972	PA1	D	X
350	1970s_3816	1972	PA	3816	0.265	0.265	24.35	-1	0	0	40,534	112,292	40,534	112,292	us_house	PA1972	16	1972	PA1	R	R
351	1970s_3817	1972	PA	3817	0.269	0.269	28.80	-1	0	0	44,202	120,214	44,202	120,214	us_house	PA1972	17	1972	PA1	R	X
352	1970s_3818	1972	PA	3818	0.272	0.272	37.31	-1	0	0	53,929	144,521	53,929	144,521	us_house	PA1972	18	1972	PA1	R	X
353	1970s_3819	1972	PA	3819	0.417	0.417	28.38	-1	0	0	67,018	93,536	67,018	93,536	us_house	PA1972	19	1972	PA1	R	R
354	1970s_3820	1972	PA	3820	0.615	0.615	43.51	1	1	0	117,933	73,817	117,933	73,817	us_house	PA1972	20	1972	PA1	D	D
355	1970s_3821	1972	PA	3821	0.620	0.620	42.37	1	1	0	104,203	63,812	104,203	63,812	us_house	PA1972	21	1972	PA1	D	D
356	1970s_3822	1972	PA	3822	0.608	0.608	42.93	1	1	0	100,918	65,005	100,918	65,005	us_house	PA1972	22	1972	PA1	D	D
357	1970s_3823	1972	PA	3823	0.435	0.435	33.92	-1	0	0	69,813	90,615	69,813	90,615	us_house	PA1972	23	1972	PA1	R	X
358	1970s_3824	1972	PA	3824	0.688	0.688	39.17	1	1	0	122,092	55,406	122,092	55,406	us_house	PA1972	24	1972	PA1	D	X
359	1970s_3825	1972	PA	3825	0.558	0.558	39.57	1	1	0	97,549	77,123	97,549	77,123	us_house	PA1972	25	1972	PA1	D	X
360	1970s_3901	1972	RI	3901	0.643	0.643	47.99	1	1	0	120,705	67,125	120,705	67,125	us_house	RI1972	1	1972		D	#N/A
361	1970s_3902	1972	RI	3902	0.612	0.612	45.64	1	1	0	122,739	77,661	122,739	77,661	us_house	RI1972	2	1972		D	#N/A
362	1970s_4001	1972	SC	4001	0.545	0.545	31.31	1	1	0	61,625	51,469	61,625	51,469	us_house	SC1972	1	1972		D	#N/A
363	1970s_4002	1972	SC	4002	0.000	0.386	30.60	-1	0	1	0	83,543	33,453	53,259	us_house	SC1972	2	1972		R	#N/A
364	1970s_4003	1972	SC	4003	0.752	0.752	22.66	1	1	0	82,579	27,173	82,579	27,173	us_house	SC1972	3	1972		D	#N/A
365	1970s_4004	1972	SC	4004	0.661	0.661	18.90	1	1	0	64,989	33,363	64,989	33,363	us_house	SC1972	4	1972		D	#N/A
366	1970s_4005	1972	SC	4005	0.609	0.609	28.90	1	1	0	66,343	42,620	66,343	42,620	us_house	SC1972	5	1972		D	#N/A
367	1970s_4006	1972	SC	4006	0.456	0.456	32.37	0	0	0	53,324	63,527	53,324	63,527	us_house	SC1972	6	1972		R	#N/A
368	1970s_4101	1972	SD	4101	0.605	0.605	48.84	1	1	0	94,442	61,589	94,442	61,589	us_house	SD1972	1	1972		D	#N/A
369	1970s_4102	1972	SD	4102	0.451	0.451	41.93	0	0	0	65,415	79,546	65,415	79,546	us_house	SD1972	2	1972		R	#N/A
370	1970s_4201	1972	TN	4201	0.206	0.206	21.51	-1	0	0	28,736	110,868	28,736	110,868	us_house	TN1972	1	1972	TN1	R	R
371	1970s_4202	1972	TN	4202		0.354	26.61	-1	0	1	0	0	64,551	117,622	us_house	TN1972	2	1972	TN1	R	R
372	1970s_4203	1972	TN	4203	0.431	0.431	27.69	-1	0	0	62,536	82,561	62,536	82,561	us_house	TN1972	3	1972	TN1	R	X
373	1970s_4204	1972	TN	4204	0.811	0.811	35.05	1	1	0	93,042	21,689	93,042	21,689	us_house	TN1972	4	1972	TN1	D	D
374	1970s_4205	1972	TN	4205	0.629	0.629	37.39	1	1	0	93,555	55,067	93,555	55,067	us_house	TN1972	5	1972	TN1	D	D
375	1970s_4206	1972	TN	4206	0.438	0.438	27.53	1	0	0	60,254	77,263	60,254	77,263	us_house	TN1972	6	1972	TN1	R	R
376	1970s_4207	1972	TN	4207	0.705	0.705	24.58	1	1	0	92,419	38,726	92,419	38,726	us_house	TN1972	7	1972	TN1	D	D
377	1970s_4208	1972	TN	4208	0.443	0.443	42.61	-1	0	0	74,240	93,173	74,240	93,173	us_house	TN1972	8	1972	TN1	R	X
378	1970s_4301	1972	TX	4301		0.628	29.53	1	1	1	0	0	84,463	49,928	us_house	TX1972	1	1972	TX1	D	D
